GMT Date,GMT Time,GPS Latitude,GPS Longitude,VOCs-LC-PPM PPM,MS3-LC-PPM PPM,Hydrogen Sulfide-LC-PPM PPM,Methane-LC-PPM PPM,MS2-LC-PPM PPM,Ammonia-LC-PPM PPM,Wind Speed m/s,Wind Direction �,Daily Rain mm,Solar Sensor W/m2,UV Sensor UV index,Barometric Pressure KPa,Internal Temperature-C,Internal Humidity-%,External Temperature-C,External Humidity-%,Odour Unit Odour Unit
2/28/2017,4:20:39,43.834306,-79.333053,0,0.001,0.038,0,0.001,22.19,0,171,0.2,0,0.016,100.325,31.6,10.3,22.1,18.9,0
2/28/2017,4:22:09,43.834306,-79.333053,0,0.001,0.041,0,0,21.603,0,172,0.2,1.447,0,100.328,31.5,10.3,22.1,18.9,0
2/28/2017,4:23:39,43.834306,-79.333053,0,0.001,0.028,0,0,21.167,0,170,0.2,1.447,0.005,100.324,31.6,10.4,22.2,18.9,0
2/28/2017,4:25:09,43.834306,-79.333053,0,0.001,0.04,0,0.001,23.237,0,166,0.2,1.447,0.011,100.324,31.6,10.4,22,18.9,0
2/28/2017,4:26:39,43.834306,-79.333053,0.022,0.001,0.039,0,0.001,22.043,0,170,0.2,0,0,100.325,31.5,10.3,22.1,18.9,0
2/28/2017,4:28:09,43.834306,-79.333053,0.033,0,0.041,0,0,21.749,0,169,0.2,0,0,100.323,31.5,10.4,22,18.9,0
2/28/2017,4:29:39,43.834306,-79.333053,0.033,0.001,0.04,0,0.001,22.043,0,172,0.2,0,0,100.324,31.5,10.3,22.1,18.9,0
2/28/2017,4:31:09,43.834306,-79.333053,0,0.001,0.043,0,0.001,22.338,0,169,0.2,0,0.032,100.327,31.5,10.3,22.1,18.9,0
2/28/2017,4:32:39,43.834306,-79.333053,0.045,0.001,0.038,0,0,22.786,0,170,0.2,0.482,0,100.327,31.5,10.3,22.1,18.9,0
2/28/2017,4:32:39,43.834306,-79.333053,0.045,0.001,0.038,0,0,22.786,0,170,0.2,0.482,0,100.327,31.5,10.3,22.1,18.9,0
2/28/2017,4:35:39,43.834306,-79.333053,0,0.001,0.038,49.905,0.001,22.786,0,173,0.2,0,0.005,100.332,31.6,10.4,22.1,18.9,0
2/28/2017,4:37:09,43.834306,-79.333053,0.079,0.001,0.031,0,0.001,20.879,0,173,0.2,0,0,100.328,31.5,10.4,22,19,0
2/28/2017,4:38:39,43.834306,-79.333053,0,0.001,0.04,0,0,22.043,0,171,0.2,2.412,0.016,100.326,31.5,10.4,22.1,19,0
2/28/2017,4:40:09,43.834306,-79.333053,0.01,0.001,0.038,0,0,21.457,0,174,0.2,0,0,100.33,31.5,10.4,22.1,18.9,0
2/28/2017,4:41:39,43.834306,-79.333053,0,0.001,0.039,0,0,23.693,0,168,0.2,0,0.021,100.331,31.5,10.3,22.1,18.9,0
2/28/2017,4:43:09,43.834306,-79.333053,0.01,0.001,0.038,0,0,21.167,0,170,0.2,0,0.021,100.328,31.6,10.3,21.9,18.9,0
2/28/2017,4:43:09,43.834306,-79.333053,0.01,0.001,0.038,0,0,21.167,0,170,0.2,0,0.021,100.328,31.6,10.3,21.9,18.9,0
2/28/2017,4:46:09,43.834306,-79.333053,0.022,0,0.032,0,0.001,23.541,0,170,0.2,0,0.011,100.338,31.5,10.3,22.1,18.9,0
2/28/2017,4:47:39,43.834306,-79.333053,0.091,0,0.036,0,0,22.338,0,170,0.2,0,0,100.336,31.6,10.3,22,18.9,0
2/28/2017,4:49:09,43.834306,-79.333053,0,0.001,0.034,0,0.001,21.896,0,169,0.2,1.93,0.005,100.337,31.5,10.3,22.1,19,0
2/28/2017,4:50:39,43.834306,-79.333053,0,0,0.041,0,0,24.154,0,168,0.2,1.93,0,100.334,31.5,10.3,22.1,19,0
2/28/2017,4:52:09,43.834306,-79.333053,0.033,0.001,0.036,0,0.001,22.487,0,170,0.2,0,0,100.337,31.5,10.3,22.2,19,0
2/28/2017,4:53:39,43.834306,-79.333053,0.068,0.001,0.035,0,0,21.457,0,170,0.2,0,0.021,100.341,31.5,10.4,22.1,19,0
2/28/2017,4:55:09,43.834306,-79.333053,0,0.001,0.045,0,0,23.086,0,166,0.2,0.482,0,100.345,31.5,10.3,22,19,0
2/28/2017,4:56:39,43.834306,-79.333053,0.022,0.001,0.038,0,0.001,21.167,0,171,0.2,0,0.011,100.35,31.5,10.4,22.1,18.9,0
2/28/2017,4:58:09,43.834306,-79.333053,0.045,0,0.05,63.333,0,25.878,0,170,0.2,0,0,100.349,31.5,10.3,22,18.9,0
2/28/2017,4:59:39,43.834306,-79.333053,0,0.001,0.038,0,0,21.896,0,166,0.2,1.447,0,100.35,31.6,10.3,22,18.9,0
2/28/2017,5:01:09,43.834306,-79.333053,0,0,0.05,0,0,24.308,0,166,0.2,0,0.005,100.351,31.5,10.4,22,19,0
2/28/2017,5:02:39,43.834306,-79.333053,0,0.001,0.034,0,0,20.028,0,173,0.2,0,0.011,100.349,31.5,10.4,21.9,19,0
2/28/2017,5:02:39,43.834306,-79.333053,0,0.001,0.034,0,0,20.028,0,173,0.2,0,0.011,100.349,31.5,10.4,21.9,19,0
2/28/2017,5:05:39,43.834306,-79.333053,0.033,0,0.045,0,0,23.846,0,171,0.2,0,0.005,100.346,31.5,10.3,22,19,0
2/28/2017,5:07:09,43.834306,-79.333053,0,0,0.039,49.905,0,22.786,0,171,0.2,0,0.016,100.347,31.5,10.3,22.1,19,0
2/28/2017,5:08:39,43.834306,-79.333053,0.01,0,0.036,0,0,22.19,0,172,0.2,0,0.027,100.346,31.5,10.3,22.1,19,0
2/28/2017,5:10:09,43.834306,-79.333053,0.01,0.001,0.039,0,0.001,21.167,0,172,0.2,0,0,100.349,31.4,10.3,22,19,0
2/28/2017,5:11:39,43.834306,-79.333053,0.033,0,0.033,0,0,21.167,0,172,0.2,0,0,100.348,31.4,10.3,22,19,0
2/28/2017,5:13:09,43.834306,-79.333053,0,0.001,0.04,0,0,22.338,0,170,0.2,0.965,0,100.345,31.5,10.3,22,19,0
2/28/2017,5:13:09,43.834306,-79.333053,0,0.001,0.04,0,0,22.338,0,170,0.2,0.965,0,100.345,31.5,10.3,22,19,0
2/28/2017,5:16:09,43.834306,-79.333053,0,0,0.027,0,0.001,24.618,0,171,0.2,0,0,100.354,31.5,10.3,22,19,0
2/28/2017,5:17:40,43.834306,-79.333053,0,0,0.033,9.622,0,24.618,0,172,0.2,0,0.005,100.358,31.5,10.3,22,19,0
2/28/2017,5:19:10,43.834306,-79.333053,0.022,0,0.036,49.905,0,22.338,0,170,0.2,0,0.005,100.355,31.4,10.3,22,19,0
2/28/2017,5:20:40,43.834306,-79.333053,0.033,0,0.032,9.622,0,21.603,0,172,0.2,0,0.016,100.358,31.5,10.3,22.1,19,0
2/28/2017,5:22:10,43.834306,-79.333053,0.01,0.001,0.042,0,0,24.463,0,166,0.2,0,0.021,100.361,31.5,10.4,22,19,0
2/28/2017,5:23:40,43.834306,-79.333053,0,0,0.046,0,0,22.936,0,172,0.2,0.482,0,100.358,31.5,10.4,22.1,19,0
2/28/2017,5:25:10,43.834306,-79.333053,0,0,0.047,0,0,25.402,0,167,0.2,0,0.005,100.361,31.5,10.3,22,19,0
2/28/2017,5:26:40,43.834306,-79.333053,0,0,0.04,0,0,21.749,0,171,0.2,0.482,0,100.367,31.4,10.3,22,19,0
2/28/2017,5:28:10,43.834306,-79.333053,0.033,0,0.035,0,0,21.896,0,171,0.2,0,0.005,100.365,31.4,10.4,22,19.1,0
2/28/2017,5:29:40,43.834306,-79.333053,0.01,0.001,0.042,0,0,22.936,0,169,0.2,0,0.005,100.362,31.4,10.3,22,19,0
2/28/2017,5:31:10,43.834306,-79.333053,0,0,0.039,0,0,22.487,0,169,0.2,0,0,100.358,31.5,10.4,22,19,0
2/28/2017,5:32:40,43.834306,-79.333053,0,0.001,0.035,0,0,21.603,0,169,0.2,0,0,100.351,31.5,10.3,21.9,19,0
2/28/2017,5:32:40,43.834306,-79.333053,0,0.001,0.035,0,0,21.603,0,169,0.2,0,0,100.351,31.5,10.3,21.9,19,0
2/28/2017,5:35:40,43.834306,-79.333053,0.01,0,0.036,9.622,0,23.846,0,170,0.2,0,0.016,100.349,31.5,10.3,22,19.1,0
2/28/2017,5:37:10,43.834306,-79.333053,0.022,0,0.032,0,0,22.338,0,172,0.2,0,0.021,100.352,31.4,10.3,22,19.1,0
2/28/2017,5:38:40,43.834306,-79.333053,0,0,0.041,0,0,23.541,0,170,0.2,0.965,0.005,100.351,31.4,10.3,22,19,0
2/28/2017,5:40:10,43.834306,-79.333053,0,0,0.038,0,0,22.636,0,169,0.2,1.447,0,100.351,31.4,10.3,21.9,19,0
2/28/2017,5:41:40,43.834306,-79.333053,0.033,0,0.038,0,0,21.749,0,171,0.2,0,0,100.344,31.4,10.3,22,19,0
2/28/2017,5:43:10,43.834306,-79.333053,0.033,0,0.039,0,0,22.487,0,169,0.2,0.965,0,100.347,31.5,10.3,22,19.1,0
2/28/2017,5:43:10,43.834306,-79.333053,0.033,0,0.039,0,0,22.487,0,169,0.2,0.965,0,100.347,31.5,10.3,22,19.1,0
2/28/2017,5:46:10,43.834306,-79.333053,0.022,0,0.021,0,0,23.389,0,171,0.2,0.482,0.005,100.344,31.4,10.3,22,19.1,0
2/28/2017,5:47:40,43.834306,-79.333053,0,0,0.035,0,0,23.237,0,170,0.2,0,0.005,100.346,31.5,10.3,22.1,19,0
2/28/2017,5:49:10,43.834306,-79.333053,0,0,0.04,0,0,22.487,0,171,0.2,0,0.011,100.346,31.4,10.3,22,19.1,0
2/28/2017,5:50:40,43.834306,-79.333053,0.01,0,0.047,0,0,22.936,0,171,0.2,0,0,100.349,31.4,10.3,22.1,19.1,0
2/28/2017,5:52:10,43.834306,-79.333053,0.033,0,0.038,0,0,23.237,0,169,0.2,0,0,100.347,31.4,10.3,22.1,19.1,0
2/28/2017,5:53:40,43.834306,-79.333053,0,0,0.04,0,0,22.636,0,169,0.2,0,0.011,100.349,31.3,10.3,22,19.1,0
2/28/2017,5:55:10,43.834306,-79.333053,0.01,0,0.041,0,0,23.389,0,170,0.2,0,0,100.348,31.4,10.3,21.9,19,0
2/28/2017,5:56:40,43.834306,-79.333053,0.033,0,0.04,0,0,22.636,0,171,0.2,1.447,0,100.348,31.4,10.3,22,19,0
2/28/2017,5:58:10,43.834306,-79.333053,0,0,0.047,9.622,0,24.774,0,171,0.2,0,0,100.35,31.4,10.3,22,19,0
2/28/2017,5:59:40,43.834306,-79.333053,0,0,0.039,0,0,22.786,0,171,0.2,0,0.016,100.349,31.4,10.3,22,19,0
2/28/2017,6:01:10,43.834306,-79.333053,0.022,0.001,0.038,0,0,23.086,0,170,0.2,0,0.005,100.346,31.4,10.3,21.9,19,0
2/28/2017,6:02:40,43.834306,-79.333053,0,0,0.027,9.622,0,21.603,0,171,0.2,0,0,100.344,31.4,10.3,21.9,19.1,0
2/28/2017,6:02:40,43.834306,-79.333053,0,0,0.027,9.622,0,21.603,0,171,0.2,0,0,100.344,31.4,10.3,21.9,19.1,0
2/28/2017,6:05:40,43.834306,-79.333053,0.056,0,0.042,0,0,23.086,0,170,0.2,0,0,100.352,31.4,10.3,22,19.1,0
2/28/2017,6:07:10,43.834306,-79.333053,0.033,0,0.045,9.622,0,24.463,0,171,0.2,0.482,0,100.35,31.4,10.3,21.9,19.1,0
2/28/2017,6:08:40,43.834306,-79.333053,0,0.001,0.036,63.333,0,22.786,0,171,0.2,0,0.016,100.348,31.3,10.3,21.9,19.1,0
2/28/2017,6:10:10,43.834306,-79.333053,0.056,0,0.041,9.622,0,24.308,0,171,0.2,0,0,100.345,31.3,10.3,21.9,19.1,0
2/28/2017,6:11:40,43.834306,-79.333053,0,0.001,0.033,0,0,22.19,0,170,0.2,0,0,100.343,31.4,10.3,22,19.1,0
2/28/2017,6:13:10,43.834306,-79.333053,0.045,0,0.038,0,0,22.487,0,169,0.2,0,0,100.344,31.3,10.3,22,19,0
2/28/2017,6:13:10,43.834306,-79.333053,0.045,0,0.038,0,0,22.487,0,169,0.2,0,0,100.344,31.3,10.3,22,19,0
2/28/2017,6:16:10,43.834306,-79.333053,0.022,0,0.036,0,0,23.237,0,170,0.2,0,0,100.351,31.3,10.3,22,19.1,0
2/28/2017,6:17:40,43.834306,-79.333053,0,0,0.038,0,0,24,0,169,0.2,0,0.027,100.347,31.3,10.3,21.9,19.1,0
2/28/2017,6:19:10,43.834306,-79.333053,0,0,0.04,0,0,23.237,0,171,0.2,0.965,0.011,100.349,31.4,10.3,22,19.1,0
2/28/2017,6:20:40,43.834306,-79.333053,0,0.001,0.034,0,0,22.786,0,170,0.2,0.482,0,100.346,31.3,10.3,22.1,19.1,0
2/28/2017,6:22:10,43.834306,-79.333053,0,0,0.042,0,0,23.389,0,171,0.2,0,0,100.349,31.3,10.3,22,19.1,0
2/28/2017,6:23:40,43.834306,-79.333053,0,0,0.042,0,0,22.936,0,171,0.2,0,0.005,100.345,31.3,10.3,22,19.1,0
2/28/2017,6:25:10,43.834306,-79.333053,0.022,0,0.038,23.049,0,22.338,0,173,0.2,0.482,0.016,100.346,31.3,10.3,22,19.1,0
2/28/2017,6:26:40,43.834306,-79.333053,0,0,0.042,0,0,23.389,0,172,0.2,0,0.011,100.348,31.4,10.3,22,19.1,0
2/28/2017,6:28:10,43.834306,-79.333053,0.022,0,0.04,9.622,0,22.786,0,169,0.2,0,0.011,100.347,31.2,10.3,21.9,19.1,0
2/28/2017,6:29:40,43.834306,-79.333053,0,0,0.033,0,0,22.786,0,173,0.2,0,0.011,100.346,31.3,10.3,22,19.1,0
2/28/2017,6:31:10,43.834306,-79.333053,0.01,0,0.042,36.477,0,22.786,0,170,0.2,0,0.016,100.344,31.3,10.3,21.9,19.1,0
2/28/2017,6:32:40,43.834306,-79.333053,0,0,0.038,0,0,21.896,0,174,0.2,0,0.016,100.342,31.4,10.3,21.9,19.1,0
2/28/2017,6:32:40,43.834306,-79.333053,0,0,0.038,0,0,21.896,0,174,0.2,0,0.016,100.342,31.4,10.3,21.9,19.1,0
2/28/2017,6:35:40,43.834306,-79.333053,0,0,0.036,0,0,23.541,0,170,0.2,0.965,0,100.332,31.3,10.3,21.9,19.1,0
2/28/2017,6:37:10,43.834306,-79.333053,0,0,0.038,0,0,23.086,0,170,0.2,0,0.016,100.329,31.3,10.2,22,19.1,0
2/28/2017,6:38:40,43.834306,-79.333053,0.045,0,0.032,0,0,20.879,0,174,0.2,1.93,0,100.33,31.3,10.3,22,19.1,0
2/28/2017,6:40:10,43.834306,-79.333053,0.022,0,0.043,0,0,24.154,0,170,0.2,0,0.011,100.329,31.3,10.3,22,19.1,0
2/28/2017,6:41:40,43.834306,-79.333053,0.079,0,0.035,0,0,21.167,0,174,0.2,0.965,0.005,100.328,31.3,10.3,21.9,19.1,0
2/28/2017,6:43:10,43.834306,-79.333053,0.01,0,0.041,0,0,22.487,0,172,0.2,1.447,0,100.328,31.3,10.3,21.9,19.1,0
2/28/2017,6:43:10,43.834306,-79.333053,0.01,0,0.041,0,0,22.487,0,172,0.2,1.447,0,100.328,31.3,10.3,21.9,19.1,0
2/28/2017,6:46:10,43.834306,-79.333053,0.045,0,0.014,0,0,23.846,0,172,0.2,0.965,0,100.335,31.3,10.3,22,19.1,0
2/28/2017,6:47:40,43.834306,-79.333053,0,0,0.036,0,0,22.636,0,171,0.2,0.482,0,100.33,31.3,10.3,21.9,19.1,0
2/28/2017,6:49:10,43.834306,-79.333053,0,0,0.04,0,0,24,0,171,0.2,0,0,100.328,31.2,10.3,21.9,19.1,0
2/28/2017,6:50:40,43.834306,-79.333053,0,0,0.042,0,0,24.308,0,169,0.2,0,0,100.33,31.2,10.3,21.8,19.1,0
2/28/2017,6:52:10,43.834306,-79.333053,0,0.001,0.029,0,0,21.457,0,166,0.2,0,0,100.332,31.3,10.3,22,19.1,0
2/28/2017,6:53:40,43.834306,-79.333053,0,0,0.033,0,0,21.749,0,173,0.2,0,0,100.33,31.3,10.3,22,19.1,0
2/28/2017,6:55:10,43.834306,-79.333053,0,0,0.047,0,0,26.358,0,170,0.2,0,0.016,100.331,31.2,10.3,21.9,19,0
2/28/2017,6:56:40,43.834306,-79.333053,0,0,0.043,0,0,24.463,0,169,0.2,0,0,100.331,31.2,10.3,21.9,19,0
2/28/2017,6:58:10,43.834306,-79.333053,0,0,0.038,0,0,21.603,0,172,0.2,0,0,100.338,31.2,10.3,21.9,19.1,0
2/28/2017,6:59:40,43.834306,-79.333053,0.022,0,0.038,0,0,22.338,0,171,0.2,0,0,100.337,31.2,10.3,21.9,19.1,0
2/28/2017,7:01:10,43.834306,-79.333053,0,0,0.035,0,0,21.603,0,170,0.2,0,0.016,100.338,31.3,10.3,21.9,19.1,0
2/28/2017,7:02:40,43.834306,-79.333053,0,0,0.034,0,0,21.749,0,174,0.2,0,0,100.339,31.3,10.3,21.8,19.1,0
2/28/2017,7:02:40,43.834306,-79.333053,0,0,0.034,0,0,21.749,0,174,0.2,0,0,100.339,31.3,10.3,21.8,19.1,0
2/28/2017,7:05:40,43.834306,-79.333053,0,0,0.034,0,0,22.487,0,172,0.2,0,0.005,100.334,31.2,10.3,21.9,19.1,0
2/28/2017,7:07:10,43.834306,-79.333053,0.033,0,0.034,0,0,21.896,0,170,0.2,1.447,0,100.336,31.3,10.3,21.9,19.1,0
2/28/2017,7:08:40,43.834306,-79.333053,0,0,0.032,0,0,21.749,0,173,0.2,0.482,0,100.331,31.2,10.3,21.9,19.1,0
2/28/2017,7:10:10,43.834306,-79.333053,0.033,0,0.019,184.182,0,20.879,0,174,0.2,0,0,100.329,31.3,10.3,21.9,19.1,0
2/28/2017,7:11:40,43.834306,-79.333053,0,0,0.038,0,0,23.086,0,169,0.2,0,0,100.331,31.3,10.3,21.9,19.1,0
2/28/2017,7:13:10,43.834306,-79.333053,0.01,0,0.022,0,0,20.168,0,174,0.2,0,0,100.33,31.2,10.3,22,19.1,0
2/28/2017,7:13:10,43.834306,-79.333053,0.01,0,0.022,0,0,20.168,0,174,0.2,0,0,100.33,31.2,10.3,22,19.1,0
2/28/2017,7:16:10,43.834306,-79.333053,0.033,0,0.024,23.049,0,24.154,0,172,0.2,1.447,0,100.333,31.2,10.3,21.8,19.1,0
2/28/2017,7:17:40,43.834306,-79.333053,0,0,0.036,0,0,23.389,0,171,0.2,2.412,0,100.328,31.3,10.3,21.9,19.1,0
2/28/2017,7:19:10,43.834306,-79.333053,0,0,0.036,0,0,22.338,0,173,0.2,0,0.016,100.331,31.2,10.2,21.9,19.1,0
2/28/2017,7:20:40,43.834306,-79.333053,0,0,0.04,0,0,22.786,0,172,0.2,1.93,0,100.329,31.2,10.3,21.9,19.1,0
2/28/2017,7:22:10,43.834306,-79.333053,0.01,0,0.035,0,0,22.487,0,174,0.2,0.482,0.011,100.325,31.3,10.2,21.9,19.1,0
2/28/2017,7:23:40,43.834306,-79.333053,0,0,0.029,0,0,22.636,0,169,0.2,0,0,100.331,31.2,10.3,21.9,19.1,0
2/28/2017,7:25:10,43.834306,-79.333053,0,0,0.035,0,0,23.693,0,170,0.2,0.482,0,100.332,31.3,10.3,21.9,19.1,0
2/28/2017,7:26:40,43.834306,-79.333053,0.033,0,0.04,0,0,23.389,0,169,0.2,1.447,0.011,100.331,31.1,10.3,21.9,19.1,0
2/28/2017,7:28:10,43.834306,-79.333053,0,0,0.038,0,0,22.636,0,173,0.2,0,0,100.332,31.2,10.3,21.8,19.1,0
2/28/2017,7:29:40,43.834306,-79.333053,0,0,0.04,23.049,0,23.541,0,171,0.2,0,0,100.331,31.3,10.3,21.8,19.1,0
2/28/2017,7:31:10,43.834306,-79.333053,0.033,0,0.038,0,0,22.043,0,172,0.2,1.447,0.005,100.328,31.2,10.3,21.9,19.1,0
2/28/2017,7:32:40,43.834306,-79.333053,0.045,0,0.032,0,0,22.043,0,172,0.2,0,0.021,100.332,31.2,10.2,21.9,19.1,0
2/28/2017,7:32:40,43.834306,-79.333053,0.045,0,0.032,0,0,22.043,0,172,0.2,0,0.021,100.332,31.2,10.2,21.9,19.1,0
2/28/2017,7:35:40,43.834306,-79.333053,0.022,0,0.038,49.905,0,24.308,0,172,0.2,0,0,100.336,31.2,10.2,21.8,19.1,0
2/28/2017,7:37:10,43.834306,-79.333053,0.01,0,0.036,0,0,23.541,0,169,0.2,0.482,0.005,100.334,31.2,10.2,21.9,19.1,0
2/28/2017,7:38:40,43.834306,-79.333053,0.022,0,0.027,49.905,0,21.023,0,175,0.2,0,0,100.333,31.2,10.3,21.8,19.1,0
2/28/2017,7:40:10,43.834306,-79.333053,0.056,0,0.032,9.622,0,22.636,0,171,0.2,0.482,0,100.335,31.2,10.3,21.9,19.1,0
2/28/2017,7:41:40,43.834306,-79.333053,0,0,0.041,0,0,22.338,0,169,0.2,0,0,100.334,31.2,10.3,21.9,19.1,0
2/28/2017,7:43:10,43.834306,-79.333053,0.01,0,0.035,0,0,22.786,0,169,0.2,0,0.005,100.335,31.2,10.3,21.9,19.1,0
2/28/2017,7:43:10,43.834306,-79.333053,0.01,0,0.035,0,0,22.786,0,169,0.2,0,0.005,100.335,31.2,10.3,21.9,19.1,0
2/28/2017,7:46:10,43.834306,-79.333053,0.045,0,0.02,9.622,0,24,0,170,0.2,0,0,100.342,31.2,10.3,21.8,19.1,0
2/28/2017,7:47:40,43.834306,-79.333053,0.01,0,0.036,23.049,0,24,0,172,0.2,0,0.005,100.341,31.2,10.3,21.8,19.1,0
2/28/2017,7:49:10,43.834306,-79.333053,0.033,0,0.038,0,0,23.389,0,171,0.2,0,0.011,100.336,31.2,10.3,21.8,19.1,0
2/28/2017,7:50:40,43.834306,-79.333053,0,0,0.047,0,0,24.774,0,168,0.2,0,0.016,100.332,31.2,10.3,21.9,19.1,0
2/28/2017,7:52:10,43.834306,-79.333053,0,0,0.042,0,0,22.936,0,169,0.2,0.965,0,100.327,31.2,10.2,21.9,19.1,0
2/28/2017,7:53:40,43.834306,-79.333053,0,0,0.038,0,0,23.237,0,170,0.2,0,0,100.33,31.2,10.3,21.8,19.2,0
2/28/2017,7:55:10,43.834306,-79.333053,0,0,0.032,0,0,23.086,0,170,0.2,0.482,0,100.331,31.2,10.3,21.8,19.1,0
2/28/2017,7:56:40,43.834306,-79.333053,0,0,0.029,0,0,21.896,0,169,0.2,0.482,0,100.326,31.2,10.3,21.8,19.1,0
2/28/2017,7:58:13,43.834306,-79.333053,0,0,0.04,0,0,23.693,0,170,0.2,0.965,0,100.329,31.2,10.3,21.8,19.1,0
2/28/2017,7:59:43,43.834306,-79.333053,0.01,0,0.029,0,0,22.936,0,170,0.2,0,0.005,100.329,31.1,10.2,21.8,19.1,0
2/28/2017,8:01:13,43.834306,-79.333053,0,0,0.035,9.622,0,23.086,0,174,0.2,0,0,100.33,31.2,10.2,21.8,19.1,0
2/28/2017,8:02:43,43.834306,-79.333053,0,0,0.026,0,0,22.338,0,171,0.2,0,0,100.334,31.1,10.2,21.8,19.1,0
2/28/2017,8:02:43,43.834306,-79.333053,0,0,0.026,0,0,22.338,0,171,0.2,0,0,100.334,31.1,10.2,21.8,19.1,0
2/28/2017,8:05:43,43.834306,-79.333053,0,0,0.026,0,0,21.896,0,173,0.2,0.482,0,100.335,31.2,10.3,21.8,19.1,0
2/28/2017,8:07:13,43.834306,-79.333053,0,0,0.036,0,0,24,0,168,0.2,0,0.027,100.331,31.2,10.3,21.7,19.1,0
2/28/2017,8:08:43,43.834306,-79.333053,0.022,0,0.038,0,0,22.19,0,174,0.2,0,0.016,100.333,31.1,10.3,21.8,19.2,0
2/28/2017,8:10:13,43.834306,-79.333053,0,0,0.039,0,0,24.308,0,171,0.2,0,0.021,100.329,31.2,10.3,21.8,19.2,0
2/28/2017,8:11:43,43.834306,-79.333053,0,0,0.029,0,0,22.786,0,171,0.2,2.895,0,100.326,31.1,10.3,21.8,19.1,0
2/28/2017,8:13:13,43.834306,-79.333053,0,0,0.027,0,0,21.749,0,169,0.2,0,0.005,100.323,31.2,10.2,21.8,19.1,0
2/28/2017,8:13:13,43.834306,-79.333053,0,0,0.027,0,0,21.749,0,169,0.2,0,0.005,100.323,31.2,10.2,21.8,19.1,0
2/28/2017,8:16:13,43.834306,-79.333053,0,0,0.025,0,0,24.774,0,173,0.2,0.482,0,100.321,31.1,10.3,21.9,19.1,0
2/28/2017,8:17:43,43.834306,-79.333053,0,0,0.026,49.905,0,22.487,0,172,0.2,2.412,0.011,100.318,31.1,10.3,21.8,19.1,0
2/28/2017,8:19:13,43.834306,-79.333053,0.01,0,0.031,49.905,0,23.086,0,172,0.2,0,0,100.315,31.2,10.2,21.8,19.1,0
2/28/2017,8:20:43,43.834306,-79.333053,0,0,0.041,9.622,0,24,0,172,0.2,0,0.005,100.315,31.2,10.3,21.8,19.1,0
2/28/2017,8:22:13,43.834306,-79.333053,0,0,0.035,0,0,21.457,0,171,0.2,0,0,100.32,31.2,10.3,21.8,19.2,0
2/28/2017,8:23:43,43.834306,-79.333053,0,0,0.039,0,0,23.846,0,169,0.2,0,0,100.323,31.1,10.3,21.8,19.1,0
2/28/2017,8:25:13,43.834306,-79.333053,0,0,0.031,0,0,24,0,170,0.2,3.377,0,100.33,31.1,10.2,21.9,19.2,0
2/28/2017,8:26:43,43.834306,-79.333053,0.045,0,0.033,0,0,23.846,0,169,0.2,0.482,0.011,100.338,31.1,10.3,21.8,19.1,0
2/28/2017,8:28:13,43.834306,-79.333053,0,0,0.039,0,0,22.043,0,175,0.2,0.482,0.011,100.345,31.2,10.3,21.7,19.1,0
2/28/2017,8:29:43,43.834306,-79.333053,0,0,0.043,0,0,24.463,0,169,0.2,0,0,100.351,31.1,10.3,21.7,19.2,0
2/28/2017,8:31:13,43.834306,-79.333053,0,0,0.04,0,0,23.846,0,172,0.2,0,0.021,100.356,31.1,10.2,21.8,19.2,0
2/28/2017,8:32:43,43.834306,-79.333053,0,0,0.04,0,0,25.402,0,171,0.2,0.482,0,100.357,31.1,10.3,21.7,19.2,0
2/28/2017,8:32:43,43.834306,-79.333053,0,0,0.04,0,0,25.402,0,171,0.2,0.482,0,100.357,31.1,10.3,21.7,19.2,0
2/28/2017,8:35:43,43.834306,-79.333053,0,0,0.029,0,0,21.896,0,172,0.2,1.93,0,100.368,31.1,10.3,21.7,19.2,0
2/28/2017,8:37:13,43.834306,-79.333053,0,0,0.042,0,0,24.154,0,171,0.2,0,0.005,100.367,31.1,10.2,21.8,19.2,0
2/28/2017,8:38:43,43.834306,-79.333053,0.01,0,0.039,0,0,23.693,0,170,0.2,0,0.005,100.371,31.1,10.2,21.7,19.2,0
2/28/2017,8:40:13,43.834306,-79.333053,0.056,0,0.028,0,0,23.693,0,171,0.2,0,0,100.371,31,10.2,21.7,19.2,0
2/28/2017,8:41:43,43.834306,-79.333053,0.068,0,0.036,0,0,22.487,0,171,0.2,0,0.011,100.374,31.1,10.3,21.7,19.2,0
2/28/2017,8:43:13,43.834306,-79.333053,0,0,0.029,0,0,22.487,0,172,0.2,0.482,0,100.374,31,10.3,21.8,19.2,0
2/28/2017,8:43:13,43.834306,-79.333053,0,0,0.029,0,0,22.487,0,172,0.2,0.482,0,100.374,31,10.3,21.8,19.2,0
2/28/2017,8:46:13,43.834306,-79.333053,0.022,0,0.026,0,0,26.037,0,168,0.2,0,0.016,100.367,31,10.3,21.8,19.2,0
2/28/2017,8:47:43,43.834306,-79.333053,0,0,0.031,0,0,23.389,0,171,0.2,0,0.011,100.368,31.1,10.2,21.8,19.2,0
2/28/2017,8:49:13,43.834306,-79.333053,0,0,0.036,0,0,23.846,0,171,0.2,0.965,0.005,100.366,31.1,10.3,21.8,19.2,0
